ID,Bin No,SKU,Batch No,CFC,Description,UOM,Created At,Updated At,Expire Days
603,M38,FXC40010SA,Z14NOV25,210,"48900 BINGO! CHIPS RS.10 MASALA",2.820,Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),
604,M38,FXC74050S,Z21NOV25,154,"FXC74050S",2.000,Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),
605,N01,FXC10005SLA,Z04NOV25,210,"48560 BINGO! CHIPS RS.5 SALTED",2.688,Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),
606,N01,FXC170010S,Z03NOV25,8,"48991 BINGO! CHIPS RS.10 HNS KOREANSTYLE",2.820,Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:16 GMT+0530 (India Standard Time),
607,N01,FXC20005SC,Z05NOV25,2,"48180 BINGO! CHIPS RS.5 CRM&ON",2.688,Thu Nov 27 2025 07:57:17 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:17 GMT+0530 (India Standard Time),
608,N01,FXC20010SA,Z04NOV25,20,"48180 BINGO! CHIPS RS.10 CRM&ON",2.820,Thu Nov 27 2025 07:57:17 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:17 GMT+0530 (India Standard Time),
609,N01,FXC20015S,Z07OCT25,34,"48210 BINGO! CHIPS RS.15 CRM&ON",2.464,Thu Nov 27 2025 07:57:17 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:17 GMT+0530 (India Standard Time),
610,N01,FXC70010S,Z13NOV25,14,"48109 BINGO! OS RS.10 CHILLI SPRINKLED",2.568,Thu Nov 27 2025 07:57:17 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:17 GMT+0530 (India Standard Time),
611,N01,FXC70051S,Z18NOV25,24,"48109 BINGO! OS RS.50 CHILLI SPRINKLED",3.809,Thu Nov 27 2025 07:57:17 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:17 GMT+0530 (India Standard Time),
612,N01,FXC72010S,Z30OCT25,3,"48120 BINGO! OS Rs.10 CRM&ONION",2.568,Thu Nov 27 2025 07:57:17 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:17 GMT+0530 (India Standard Time),
613,N01,FXC72030SA,Z22SEP25,5,"48121 BINGO! OS RS.30 CRM&ONION",2.935,Thu Nov 27 2025 07:57:17 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:17 GMT+0530 (India Standard Time),
614,N02,FXC10005SLA,Z04NOV25,210,"48560 BINGO! CHIPS RS.5 SALTED",2.688,Thu Nov 27 2025 07:57:17 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:17 GMT+0530 (India Standard Time),
615,N03,FXC10005SLA,Z04NOV25,210,"48560 BINGO! CHIPS RS.5 SALTED",2.688,Thu Nov 27 2025 07:57:17 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:17 GMT+0530 (India Standard Time),
616,N04,FXC10005SLA,Z04NOV25,210,"48560 BINGO! CHIPS RS.5 SALTED",2.688,Thu Nov 27 2025 07:57:17 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:17 GMT+0530 (India Standard Time),
617,N05,FXC10005SLA,Z04NOV25,210,"48560 BINGO! CHIPS RS.5 SALTED",2.688,Thu Nov 27 2025 07:57:17 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:17 GMT+0530 (India Standard Time),
618,N06,FXC10005SLA,Z04NOV25,210,"48560 BINGO! CHIPS RS.5 SALTED",2.688,Thu Nov 27 2025 07:57:17 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:17 GMT+0530 (India Standard Time),
619,N07,FXC10005SLA,Z04NOV25,210,"48560 BINGO! CHIPS RS.5 SALTED",2.688,Thu Nov 27 2025 07:57:17 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:17 GMT+0530 (India Standard Time),
620,N08,FXC70020SB,Z19NOV25,210,"48110 BINGO! OS RS.20 CHILLI SPRINKLED",2.203,Thu Nov 27 2025 07:57:17 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:17 GMT+0530 (India Standard Time),
621,N09,FXC30005SLA,Z15NOV25,210,"48320 BINGO! CHIPS RS.5 TOMATO",2.688,Thu Nov 27 2025 07:57:17 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:17 GMT+0530 (India Standard Time),
622,N10,FXC75010SA,Z10NOV25,210,"FXC75010SA",2.000,Thu Nov 27 2025 07:57:17 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:17 GMT+0530 (India Standard Time),
623,N11,FXC75010SA,Z10NOV25,210,"FXC75010SA",2.000,Thu Nov 27 2025 07:57:17 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:17 GMT+0530 (India Standard Time),
624,N12,FXC50005S,Z15NOV25,210,"48901 BINGO CHIPS RS.5 TOMATO & CHILLI",2.688,Thu Nov 27 2025 07:57:17 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:17 GMT+0530 (India Standard Time),
625,N13,FXC75010SA,Z10NOV25,210,"FXC75010SA",2.000,Thu Nov 27 2025 07:57:17 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:17 GMT+0530 (India Standard Time),
626,N14,FXC75010SA,Z10NOV25,210,"FXC75010SA",2.000,Thu Nov 27 2025 07:57:17 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:17 GMT+0530 (India Standard Time),
627,N15,FXC30005SLA,Z15NOV25,210,"48320 BINGO! CHIPS RS.5 TOMATO",2.688,Thu Nov 27 2025 07:57:17 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:17 GMT+0530 (India Standard Time),
628,N16,FXC50005S,Z24NOV25,210,"48901 BINGO CHIPS RS.5 TOMATO & CHILLI",2.688,Thu Nov 27 2025 07:57:17 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:17 GMT+0530 (India Standard Time),
629,N17,FXC10005SLA,Z24OCT25,38,"48560 BINGO! CHIPS RS.5 SALTED",2.688,Thu Nov 27 2025 07:57:17 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:17 GMT+0530 (India Standard Time),
630,N17,FXC60005S,Z14NOV25,72,"FXC60005S",2.000,Thu Nov 27 2025 07:57:17 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:17 GMT+0530 (India Standard Time),
631,N20,FXC74050S,Z20NOV25,210,"FXC74050S",2.000,Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),
632,N21,FXC74050S,Z20NOV25,210,"FXC74050S",2.000,Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),
633,N22,FXC50005S,Z24NOV25,210,"48901 BINGO CHIPS RS.5 TOMATO & CHILLI",2.688,Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),
634,N23,FXC30005SLA,Z14NOV25,180,"48320 BINGO! CHIPS RS.5 TOMATO",2.688,Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),
635,N24,FXC50005S,Z15NOV25,210,"48901 BINGO CHIPS RS.5 TOMATO & CHILLI",2.688,Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),
636,N25,FXC60005S,Z14NOV25,210,"FXC60005S",2.000,Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),
637,N26,FXC60005S,Z14NOV25,210,"FXC60005S",2.000,Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),
638,N27,FXC60005S,Z14NOV25,210,"FXC60005S",2.000,Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),
639,N28,FXC40005SL,Z14NOV25,152,"48890 BINGO! CHIPS RS.5 MASALA",2.688,Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),
640,N28,FXC73010S,Z21NOV25,30,"FXC73010S",2.000,Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),
641,N29,FXC70010S,Z19NOV25,210,"48109 BINGO! OS RS.10 CHILLI SPRINKLED",2.568,Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),
642,N30,FXC70010S,Z21NOV25,150,"48109 BINGO! OS RS.10 CHILLI SPRINKLED",2.568,Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),
643,N30,FXC73010S,Z21NOV25,90,"FXC73010S",2.000,Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),
644,N31,FXC73010S,Z21NOV25,240,"FXC73010S",2.000,Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),
645,N32,FXC70051S,Z21NOV25,60,"48109 BINGO! OS RS.50 CHILLI SPRINKLED",3.809,Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),
646,N33,FXC75020SA,Z10NOV25,210,"FXC75020SA",2.000,Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),
647,N34,FXC30005SLA,Z15NOV25,210,"48320 BINGO! CHIPS RS.5 TOMATO",2.688,Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),
648,N35,FXC74050S,Z20NOV25,210,"FXC74050S",2.000,Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),
649,N36,FXC75020SA,Z10NOV25,210,"FXC75020SA",2.000,Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),
650,N37,FXC74020SA,Z20NOV25,148,"48127 BINGO! OS RS.20 HNS KOREAN STYLE",2.150,Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),
651,N38,FXC70051S,Z21NOV25,240,"48109 BINGO! OS RS.50 CHILLI SPRINKLED",3.809,Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),
652,N38,FXC74010S,Z20NOV25,180,"48126 BINGO! OS RS.10 HNS KOREAN STYLE",2.568,Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),
653,O01,FXC10005SLA,Z25OCT25,6,"48560 BINGO! CHIPS RS.5 SALTED",2.688,Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),
654,O01,FXC170005S,Z18OCT25,20,"48990 BINGO! CHIPS RS.5 HNS KOREAN STYLE",2.688,Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),
655,O01,FXC30005SLA,Z01NOV25,7,"48320 BINGO! CHIPS RS.5 TOMATO",2.688,Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),
656,O01,FXC60005S,Z21OCT25,1,"FXC60005S",2.000,Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),
657,O01,FXC71010S,Z17NOV25,13,"48109 BINGO! OS RS.10 SALT SPRINKLED",2.568,Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:18 GMT+0530 (India Standard Time),
658,O02,FXC30005SLA,Z01NOV25,150,"48320 BINGO! CHIPS RS.5 TOMATO",2.688,Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),
659,O03,FXC40005SL,Z13NOV25,210,"48890 BINGO! CHIPS RS.5 MASALA",2.688,Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),
660,O04,FXC40005SL,Z13NOV25,210,"48890 BINGO! CHIPS RS.5 MASALA",2.688,Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),
661,O05,FXC40005SL,Z13NOV25,210,"48890 BINGO! CHIPS RS.5 MASALA",2.688,Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),
662,O06,FXC170005S,Z18OCT25,100,"48990 BINGO! CHIPS RS.5 HNS KOREAN STYLE",2.688,Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),
663,O07,FXC170005S,Z18OCT25,210,"48990 BINGO! CHIPS RS.5 HNS KOREAN STYLE",2.688,Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),
664,O08,FXC170005S,Z18OCT25,210,"48990 BINGO! CHIPS RS.5 HNS KOREAN STYLE",2.688,Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),
665,O09,FXC170005S,Z18OCT25,210,"48990 BINGO! CHIPS RS.5 HNS KOREAN STYLE",2.688,Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),
666,O10,FXC170005S,Z18OCT25,69,"48990 BINGO! CHIPS RS.5 HNS KOREAN STYLE",2.688,Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),
667,O10,FXC40005SL,Z03NOV25,15,"48890 BINGO! CHIPS RS.5 MASALA",2.688,Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),
668,O10,FXC60005S,Z21OCT25,42,"FXC60005S",2.000,Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),
669,O11,FXC30005SLA,Z15NOV25,210,"48320 BINGO! CHIPS RS.5 TOMATO",2.688,Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),
670,O12,FXC30005SLA,Z25NOV25,210,"48320 BINGO! CHIPS RS.5 TOMATO",2.688,Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),
671,O13,FXC73030SA,Z21NOV25,210,"FXC73030SA",2.000,Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),
672,O15,FXC74050S,Z19NOV25,31,"FXC74050S",2.000,Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),
673,O15,FXC74050S,Z20NOV25,90,"FXC74050S",2.000,Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),
674,O16,FXC30005SLA,Z31OCT25,11,"48320 BINGO! CHIPS RS.5 TOMATO",2.688,Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),
675,O16,FXC30005SLA,Z06NOV25,10,"48320 BINGO! CHIPS RS.5 TOMATO",2.688,Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),
676,O16,FXC73030SA,Z21NOV25,49,"FXC73030SA",2.000,Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),
677,O17,FXC10005SLA,Z25OCT25,90,"48560 BINGO! CHIPS RS.5 SALTED",2.688,Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),
678,O20,FXC30005SLA,Z15NOV25,210,"48320 BINGO! CHIPS RS.5 TOMATO",2.688,Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),
679,O21,FXC30005SLA,Z15NOV25,210,"48320 BINGO! CHIPS RS.5 TOMATO",2.688,Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),
680,O22,FXC20005SC,Z24OCT25,14,"48180 BINGO! CHIPS RS.5 CRM&ON",2.688,Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),
681,O22,FXC60005S,Z21OCT25,66,"FXC60005S",2.000,Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),
682,O23,FXC30005SLA,Z14NOV25,210,"48320 BINGO! CHIPS RS.5 TOMATO",2.688,Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),
683,O24,FXC60005S,Z21OCT25,60,"FXC60005S",2.000,Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),
684,O25,FXC60005S,Z21OCT25,210,"FXC60005S",2.000,Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:19 GMT+0530 (India Standard Time),
685,O26,FXC70010S,Z20NOV25,90,"48109 BINGO! OS RS.10 CHILLI SPRINKLED",2.568,Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),
686,O27,FXC70020SB,Z21NOV25,240,"48110 BINGO! OS RS.20 CHILLI SPRINKLED",2.203,Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),
687,O28,FXC30005SLA,Z14NOV25,210,"48320 BINGO! CHIPS RS.5 TOMATO",2.688,Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),
688,O29,FXC70010S,Z21NOV25,240,"48109 BINGO! OS RS.10 CHILLI SPRINKLED",2.568,Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),
689,O30,FXC70010S,Z21NOV25,240,"48109 BINGO! OS RS.10 CHILLI SPRINKLED",2.568,Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),
690,O31,FXC70010S,Z21NOV25,240,"48109 BINGO! OS RS.10 CHILLI SPRINKLED",2.568,Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),
691,O32,FXC70010S,Z21NOV25,206,"48109 BINGO! OS RS.10 CHILLI SPRINKLED",2.568,Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),
692,O33,FXC70010S,Z21NOV25,210,"48109 BINGO! OS RS.10 CHILLI SPRINKLED",2.568,Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),
693,O34,FXC70010S,Z22NOV25,240,"48109 BINGO! OS RS.10 CHILLI SPRINKLED",2.568,Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),
694,O35,FXC71010S,Z22NOV25,240,"48109 BINGO! OS RS.10 SALT SPRINKLED",2.568,Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),
695,O36,FXC71010S,Z22NOV25,240,"48109 BINGO! OS RS.10 SALT SPRINKLED",2.568,Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),
696,O37,FXC75020SA,Z10NOV25,210,"FXC75020SA",2.000,Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),
697,O38,FXC70010S,Z20NOV25,300,"48109 BINGO! OS RS.10 CHILLI SPRINKLED",2.568,Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),
698,O38,FXC71010S,Z30OCT25,55,"48109 BINGO! OS RS.10 SALT SPRINKLED",2.568,Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),
699,P01,FXC40005SL,Z03NOV25,251,"48890 BINGO! CHIPS RS.5 MASALA",2.688,Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),
700,P01,FXC40005SL,Z03NOV25,224,"48890 BINGO! CHIPS RS.5 MASALA",2.688,Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),
701,P01,FXC50005S,Z24NOV25,330,"48901 BINGO CHIPS RS.5 TOMATO & CHILLI",2.688,Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),
702,P02,FXC70010S,Z19NOV25,241,"48109 BINGO! OS RS.10 CHILLI SPRINKLED",2.568,Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),
703,P03,FXC60005S,Z13NOV25,330,"FXC60005S",2.000,Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),
704,P04,FXC60005S,Z13NOV25,300,"FXC60005S",2.000,Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),
705,P05,FXC170005S,Z24NOV25,230,"48990 BINGO! CHIPS RS.5 HNS KOREAN STYLE",2.688,Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),
706,P06,FXC50005S,Z15NOV25,300,"48901 BINGO CHIPS RS.5 TOMATO & CHILLI",2.688,Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),
707,P07,FXC50005S,Z15NOV25,300,"48901 BINGO CHIPS RS.5 TOMATO & CHILLI",2.688,Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),
708,P08,FXC40005SL,Z03NOV25,240,"48890 BINGO! CHIPS RS.5 MASALA",2.688,Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),
709,P09,FXC70020SB,Z22NOV25,210,"48110 BINGO! OS RS.20 CHILLI SPRINKLED",2.203,Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),
710,P10,FXC74010S,Z13NOV25,292,"48126 BINGO! OS RS.10 HNS KOREAN STYLE",2.568,Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:20 GMT+0530 (India Standard Time),
711,P11,FXC73010S,Z21NOV25,330,"FXC73010S",2.000,Thu Nov 27 2025 07:57:21 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:21 GMT+0530 (India Standard Time),
712,P12,FXC73010S,Z21NOV25,330,"FXC73010S",2.000,Thu Nov 27 2025 07:57:21 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:21 GMT+0530 (India Standard Time),
713,P13,FXC71051S,Z22NOV25,150,"48109 BINGO! OS RS.50 SALT",3.809,Thu Nov 27 2025 07:57:21 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:21 GMT+0530 (India Standard Time),
714,P13,FXC73010S,Z21NOV25,159,"FXC73010S",2.000,Thu Nov 27 2025 07:57:21 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:21 GMT+0530 (India Standard Time),
715,P14,FXC70020SB,Z22NOV25,360,"48110 BINGO! OS RS.20 CHILLI SPRINKLED",2.203,Thu Nov 27 2025 07:57:21 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:21 GMT+0530 (India Standard Time),
716,P15,FXC50005S,Z24NOV25,330,"48901 BINGO CHIPS RS.5 TOMATO & CHILLI",2.688,Thu Nov 27 2025 07:57:21 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:21 GMT+0530 (India Standard Time),
717,P16,FXC74010S,Z13NOV25,330,"48126 BINGO! OS RS.10 HNS KOREAN STYLE",2.568,Thu Nov 27 2025 07:57:21 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:21 GMT+0530 (India Standard Time),
718,P17,FXC73010S,Z21NOV25,330,"FXC73010S",2.000,Thu Nov 27 2025 07:57:21 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:21 GMT+0530 (India Standard Time),
719,P18,FXC50005S,Z15NOV25,330,"48901 BINGO CHIPS RS.5 TOMATO & CHILLI",2.688,Thu Nov 27 2025 07:57:21 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:21 GMT+0530 (India Standard Time),
720,P19,FXC50005S,Z15NOV25,240,"48901 BINGO CHIPS RS.5 TOMATO & CHILLI",2.688,Thu Nov 27 2025 07:57:21 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:21 GMT+0530 (India Standard Time),
721,P20,FXC40005SL,Z14NOV25,330,"48890 BINGO! CHIPS RS.5 MASALA",2.688,Thu Nov 27 2025 07:57:21 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:21 GMT+0530 (India Standard Time),
722,P21,FXC60005S,Z14NOV25,330,"FXC60005S",2.000,Thu Nov 27 2025 07:57:21 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:21 GMT+0530 (India Standard Time),
723,P22,FXC60005S,Z14NOV25,330,"FXC60005S",2.000,Thu Nov 27 2025 07:57:21 GMT+0530 (India Standard Time),Thu Nov 27 2025 07:57:21 GMT+0530 (India Standard Time),
